source_text,target_text
0.01|000100000006000300030001:,0001000000050003027fff
0.04|000200000006000300030001:,0002000000050003027fff
0.09|000300000006000300030001:,0003000000050003027fff
0.14|000400000006000300030001:,0004000000050003027fff
0.19|000500000006000300030001:,0005000000050003027fff
0.25|000600000006000300030001:,0006000000050003027fff
0.30|000700000006000300030001:,0007000000050003027fff
0.35|000800000006000300030001:,0008000000050003027fff
0.42|000900000006000300030001:,0009000000050003027f7f
0.45|000a00000006000300030001:,000a000000050003027f7f
0.50|000b00000006000300030001:,000b000000050003027fff
0.55|000c00000006000300030001:,000c000000050003027fff
0.63|000d00000006000300030001:,000d000000050003027fff
0.66|000e00000006000300030001:,000e000000050003027fff
0.73|000f00000006000300030001:,000f000000050003027fff
0.78|001000000006000300030001:,0010000000050003027fff
0.81|001100000006000300030001:,0011000000050003027fff
0.88|001200000006000300030001:,0012000000050003027fff
0.93|001300000006000300030001:,0013000000050003027faa
0.97|001400000006000300030001:,0014000000050003027faa
1.02|001500000006000300030001:,0015000000050003027fff
1.07|001600000006000300030001:,0016000000050003027fff
1.14|001700000006000300030001:,0017000000050003027fff
1.17|001800000006000300030001:,0018000000050003027fff
1.22|001900000006000300030001:,0019000000050003027fff
1.27|001a00000006000300030001:,001a000000050003027fff
1.34|001b00000006000300030001:,001b000000050003027fff
1.40|001c00000006000300030001:,001c000000050003027faa
1.45|001d00000006000300030001:,001d000000050003027f73
1.50|001e00000006000300030001:,001e000000050003027fff
1.53|001f00000006000300030001:,001f000000050003027fff
1.58|002000000006000300030001:,0020000000050003027fff
1.65|002100000006000300030001:,0021000000050003027fff
1.69|002200000006000300030001:,0022000000050003027fff
1.74|002300000006000300030001:,0023000000050003027fff
1.79|002400000006000300030001:,0024000000050003027fff
1.84|002500000006000300030001:,0025000000050003027fff
1.91|002600000006000300030001:,0026000000050003027fac
1.96|002700000006000300030001:,0027000000050003027fe6
1.99|002800000006000300030001:,0028000000050003027fe7
2.04|002900000006000300030001:,0029000000050003027fe1
2.12|002a00000006000300030001:,002a000000050003027fff
2.15|002b00000006000300030001:,002b000000050003027fff
2.20|002c00000006000300030001:,002c000000050003027fff
2.25|002d00000006000300030001:,002d000000050003027fff
2.30|002e00000006000300030001:,002e000000050003027fff
2.37|002f00000006000300030001:,002f000000050003027fff
2.40|003000000006000300030001:,0030000000050003027f7c
2.45|003100000006000300030001:,0031000000050003027f7c
2.51|003200000006000300030001:,0032000000050003027fff
